Match Time in Seconds,Gi/No Gi,Skill / Belt,Division,Submission,Team,Conference,Year
651,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2015,2015
24,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
43,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
68,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
304,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
780,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2016,2016
345,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2016,2016
475,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2016,2016
1785,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHARLOTTE 2017,2017
338,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2017,2017
1758,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
683,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
597,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
138,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
116,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
85,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2017,2017
527,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,COLUMBIA 2018,2018
698,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2018,2018
596,GI,WHITE,WOMEN,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2018,2018
572,GI,WHITE,WOMEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2018,2018
487,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2018,2018
227,GI,WHITE,WOMEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
198,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
833,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
315,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
940,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
204,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
84,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
152,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2018,2018
192,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHICAGO 2014,2014
336,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHICAGO 2014,2014
82,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHICAGO 2014,2014
192,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHICAGO 2014,2014
336,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHICAGO 2014,2014
82,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,CHICAGO 2014,2014
285,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,GREENSBORO 2014,2014
981,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2014,2014
721,GI,WHITE,WOMEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2014,2014
121,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2015,2015
165,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RICHMOND 2015,2015
227,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,RALEIGH 2017,2017
398,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RALEIGH 2017,2017
659,GI,WHITE,WOMENS,BOW AND ARROW CHOKE,NA,RALEIGH 2018,2018
387,GI,WHITE,MEN 30+,BOW AND ARROW CHOKE,NA,RALEIGH 2018,2018
216,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2019,2019
168,GI,WHITE,MEN,BOW AND ARROW CHOKE,NA,GREENSBORO 2019,2019
830,GI,WHITE,WOMEN,BRABO CHOKE,NA,RICHMOND 2013,2013
488,GI,WHITE,WOMEN,BRABO CHOKE,NA,RICHMOND 2013,2013
703,GI,WHITE,MEN,BRABO CHOKE,NA,CHARLOTTE 2017,2017
124,GI,WHITE,MEN,BRABO CHOKE,NA,CHARLOTTE 2017,2017
2052,GI,WHITE,MEN 30+,BRABO CHOKE,NA,RICHMOND 2018,2018
112,GI,WHITE,MEN,BRABO CHOKE,NA,GREENSBORO 2014,2014
791,GI,WHITE,MEN,BRABO CHOKE,NA,GREENSBORO 2014,2014
798,GI,WHITE,MEN,BRABO CHOKE,NA,GREENSBORO 2014,2014
1176,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2013,2013
534,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2013,2013
205,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2013,2013
280,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2018,2018
95,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,GREENSBORO 2019,2019
281,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2015,2015
1516,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2015,2015
71,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,VIRGINIA BEACH 2016,2016
293,GI,WHITE,WOMEN,BREAD CUTTER CHOKE,NA,VIRGINIA BEACH 2016,2016
189,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,VIRGINIA BEACH 2017,2017
363,GI,WHITE,MEN 30+,BREAD CUTTER CHOKE,NA,RICHMOND 2018,2018
154,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,GREENSBORO 2014,2014
246,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,GREENSBORO 2014,2014
61,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RALEIGH 2017,2017
324,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2017,2017
242,GI,WHITE,WOMEN,BREAD CUTTER CHOKE,NA,RICHMOND 2018,2018
67,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RICHMOND 2014,2014
446,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,GREENSBORO 2015,2015
474,GI,WHITE,MEN 30+,BREAD CUTTER CHOKE,NA,GREENSBORO 2015,2015
266,GI,WHITE,MEN 30+,BREAD CUTTER CHOKE,NA,RALEIGH 2017,2017
408,GI,WHITE,MEN,BREAD CUTTER CHOKE,NA,RALEIGH 2017,2017
68,GI,WHITE,MEN 30+,CHICKEN WING CHOKE,NA,RICHMOND 2018,2018
131,GI,WHITE,MEN,CHICKEN WING CHOKE,NA,RICHMOND 2014,2014
849,GI,WHITE,MEN,CHOKE (non-descrip),LIMAA,SUB ONLY VI,2010
48,GI,WHITE,MEN 30+,CHOKE (non-descrip),NA,CHICAGO 2014,2014
48,GI,WHITE,MEN 30+,CHOKE (non-descrip),NA,CHICAGO 2014,2014
954,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2014,2014
431,GI,WHITE,MEN 30+,CHOKE (non-descrip),NA,RICHMOND 2014,2014
131,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2015,2015
1548,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2015,2015
213,GI,WHITE,MEN 30+,CHOKE (non-descrip),NA,VIRGINIA BEACH 2015,2015
1214,GI,WHITE,MEN 30+,CHOKE (non-descrip),NA,RICHMOND 2015,2015
1380,GI,WHITE,MEN,CHOKE (non-descrip),NA,RICHMOND 2015,2015
940,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RICHMOND 2016,2016
171,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RALEIGH 2017,2017
640,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
640,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
420,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
293,GI,WHITE,MEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
235,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
116,GI,WHITE,MEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
222,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,RALEIGH 2018,2018
54,GI,WHITE,MEN,CHOKE (non-descrip),NA,RALEIGH 2018,2018
294,GI,WHITE,MEN,CHOKE (non-descrip),NA,RALEIGH 2018,2018
503,GI,WHITE,MEN,CHOKE (non-descrip),NA,RALEIGH 2018,2018
0,GI,WHITE,WOMEN,CHOKE (non-descrip),NA,VIRGINIA BEACH 2018,2018
420,GI,WHITE,MEN,CHOKE (non-descrip),NA,VIRGINIA BEACH 2018,2018
129,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2018,2018
386,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2018,2018
665,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2018,2018
60,GI,WHITE,MEN 30+,CHOKE (non-descrip),NA,RICHMOND 2018,2018
226,GI,WHITE,MEN,CHOKE (non-descrip),NA,RICHMOND 2018,2018
351,GI,WHITE,MEN,CHOKE (non-descrip),NA,GREENSBORO 2019,2019
154,GI,WHITE,MEN 30+,CLOCK CHOKE,NA,RICHMOND 2014,2014
926,GI,WHITE,MEN,CLOCK CHOKE,NA,RICHMOND 2016,2016
1074,GI,WHITE,MEN 30+,CLOCK CHOKE,NA,RICHMOND 2016,2016
129,GI,WHITE,MEN 30+,CLOCK CHOKE,NA,RALEIGH 2017,2017
91,GI,WHITE,WOMEN,CLOCK CHOKE,NA,RICHMOND 2017,2017
793,GI,WHITE,MEN,CLOCK CHOKE,NA,RALEIGH 2018,2018
,GI,WHITE,MEN,COIN FLIP,NA,RICHMOND 2014,2014
137,GI,WHITE,MEN 30+ ,COLLAR CHOKE,VCU JUDO,SUB ONLY VI,2010
312,GI,WHITE,MEN,COLLAR CHOKE,LIMAA,SUB ONLY VI,2010
89,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,RICHMOND 2014,2014
165,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2014,2014
1155,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2014,2014
2040,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,RALEIGH 2016,2016
721,GI,WHITE,WOMEN,COLLAR CHOKE,NA,RALEIGH 2016,2016
558,GI,WHITE,WOMEN,COLLAR CHOKE,NA,RALEIGH 2016,2016
550,GI,WHITE,WOMEN,COLLAR CHOKE,NA,RALEIGH 2016,2016
380,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,RALEIGH 2016,2016
320,GI,WHITE,MEN,COLLAR CHOKE,NA,RALEIGH 2016,2016
258,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,RALEIGH 2016,2016
137,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2016,2016
142,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2016,2016
173,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2016,2016
1725,GI,WHITE,WOMEN,COLLAR CHOKE,NA,RALEIGH 2017,2017
621,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,RICHMOND 2017,2017
166,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2017,2017
51,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2017,2017
146,GI,WHITE,MEN,COLLAR CHOKE,NA,RALEIGH 2018,2018
141,GI,WHITE,MEN,COLLAR CHOKE,NA,RALEIGH 2018,2018
245,GI,WHITE,WOMEN,COLLAR CHOKE,NA,RICHMOND 2018,2018
687,GI,WHITE,MEN,COLLAR CHOKE,NA,RICHMOND 2018,2018
603,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,GREENSBORO 2019,2019
363,GI,WHITE,MEN,COLLAR CHOKE,NA,GREENSBORO 2019,2019
339,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,GREENSBORO 2019,2019
172,GI,WHITE,MEN,COLLAR CHOKE,LIMAA,SUB ONLY VI,2010
63,GI,WHITE,MEN 30+,COLLAR CHOKE,NA,ORLANDO 2011,2011
35,GI,WHITE,MEN,COLLAR CHOKE,NA,RALEIGH 2017,2017
94,GI,WHITE,WOMEN,COULDN'T BREATHE,NA,CHICAGO 2014,2014
94,GI,WHITE,WOMEN,COULDN'T BREATHE,NA,CHICAGO 2014,2014
51,GI,WHITE,MEN,CRAMPING,NA,RALEIGH 2017,2017
28,GI,WHITE,MEN,CROSS COLLAR CHOKE,GRAPPLERS GUILD,SUB ONLY VI,2010
76,GI,WHITE,MEN,CROSS COLLAR CHOKE,FIGHTER'S GARAGE,SUB ONLY VI,2010
153,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,VCU JUDO,SUB ONLY VI,2010
180,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,BJJ REVOLUTION,SUB ONLY VI,2010
286,GI,WHITE,MEN,CROSS COLLAR CHOKE,GRAPPLERS GUILD,SUB ONLY VI,2010
446,GI,WHITE,MEN,CROSS COLLAR CHOKE,BJJ REVOLUTION,SUB ONLY VI,2010
420,GI,WHITE,MEN,CROSS COLLAR CHOKE,BAJJI,PHILLY 2010,2010
585,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,BETA ACADEMY,PHILLY 2010,2010
534,GI,WHITE,MEN 30+ ,CROSS COLLAR CHOKE,NEXT GEN MMA,PHILLY 2010,2010
877,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
791,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
569,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
487,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
470,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
382,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
327,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
227,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
92,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2013,2013
369,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,ORLANDO 2011,2011
318,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,ORLANDO 2011,2011
195,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,ORLANDO 2011,2011
31,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,ORLANDO 2011,2011
46,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2018,2018
53,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
53,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
43,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
30,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
34,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
120,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2018,2018
426,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,CHICAGO 2014,2014
426,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,CHICAGO 2014,2014
144,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2014,2014
168,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2014,2014
147,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2014,2014
644,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2014,2014
70,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,RICHMOND 2014,2014
185,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
77,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
460,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
853,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
413,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
207,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
563,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
1142,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
195,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
525,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2015,2015
926,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2015,2015
318,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2015,2015
142,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2015,2015
212,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2015,2015
41,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2015,2015
688,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2015,2015
90,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2016,2016
1204,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2016,2016
88,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2016,2016
322,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2016,2016
421,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2016,2016
755,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2016,2016
882,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2016,2016
950,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2016,2016
63,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RALEIGH 2017,2017
148,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RALEIGH 2017,2017
153,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RALEIGH 2017,2017
200,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RALEIGH 2017,2017
77,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2017,2017
388,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2017,2017
517,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,VIRGINIA BEACH 2017,2017
1023,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RICHMOND 2017,2017
310,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,RICHMOND 2017,2017
93,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2017,2017
93,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2017,2017
78,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RICHMOND 2017,2017
210,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,COLUMBIA 2018,2018
203,GI,WHITE,WOMEN,CROSS COLLAR CHOKE,NA,RALEIGH 2018,2018
277,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RALEIGH 2018,2018
667,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,RALEIGH 2018,2018
817,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,RALEIGH 2018,2018
636,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
132,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
366,GI,WHITE,MEN 30+,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
305,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
275,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
297,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
90,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
165,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2018,2018
235,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2019,2019
325,GI,WHITE,MEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2019,2019
123,GI,WHITE,MEN,D'ARCE,NA,RICHMOND 2015,2015
1070,GI,WHITE,MEN,D'ARCE,NA,RALEIGH 2017,2017
700,GI,WHITE,MEN 30+,D'ARCE,NA,RICHMOND 2017,2017
144,GI,WHITE,MEN 30+,D'ARCE,NA,RICHMOND 2017,2017
186,GI,WHITE,MEN,D'ARCE,NA,RICHMOND 2018,2018
304,GI,WHITE,MEN 30+,DOUBLE PUNCH,NA,VIRGINIA BEACH 2016,2016
46,GI,WHITE,MEN,DQ,GUSTAVO MACHADO,SUB ONLY VI,2010
180,GI,WHITE,WOMEN,DQ,NA,RICHMOND 2014,2014
460,GI,WHITE,WOMEN,DQ,NA,RICHMOND 2016,2016
108,GI,WHITE,MEN,DQ,NA,CHARLOTTE 2017,2017
0,GI,WHITE,MEN,DQ,NA,RALEIGH 2017,2017
184,GI,WHITE,MEN 30+,DQ,NA,GREENSBORO 2018,2018
11,GI,WHITE,MEN,DQ ,NA,GREENSBORO 2014,2014
835,GI,WHITE,MEN,DQ ,NA,GREENSBORO 2014,2014
7080,GI,WHITE,WOMEN,EXHAUSTION,NA,RICHMOND 2013,2013
65,GI,WHITE,MEN,EXHAUSTION,NA,CHARLOTTE 2017,2017
358,GI,WHITE,MEN,EXHAUSTION,NA,RALEIGH 2018,2018
559,GI,WHITE,MEN,EZEKIEL CHOKE,CULPEPER MMA,SUB ONLY VI,2010
642,GI,WHITE,WOMEN,EZEKIEL CHOKE,LIMAA,SUB ONLY VI,2010
847,GI,WHITE,MEN,EZEKIEL CHOKE,LIMAA,SUB ONLY VI,2010
1185,GI,WHITE,MEN,EZEKIEL CHOKE,SPORTS EXTREME,PHILLY 2010,2010
191,GI,WHITE,MEN,EZEKIEL CHOKE,WARRIOR'S COVE,PHILLY 2010,2010
217,GI,WHITE,MEN,EZEKIEL CHOKE,SPORTS EXTREME,PHILLY 2010,2010
207,GI,WHITE,MEN 30+ ,EZEKIEL CHOKE,SPORTS EXTREME,PHILLY 2010,2010
1216,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
537,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
431,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
394,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
367,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
290,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
264,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
107,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
92,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
74,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
56,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
32,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2013,2013
470,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,CHICAGO 2014,2014
327,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,CHICAGO 2014,2014
470,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,CHICAGO 2014,2014
327,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,CHICAGO 2014,2014
66,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
838,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
134,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
157,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
179,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
180,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
182,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
294,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
315,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
193,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
130,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
273,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
400,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
372,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
177,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,GREENSBORO 2015,2015
480,GI,WHITE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2015,2015
54,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,ORLANDO 2011,2011
290,GI,WHITE,MEN,EZEKIEL CHOKE,NA,ORLANDO 2011,2011
164,GI,WHITE,MEN,EZEKIEL CHOKE,NA,ORLANDO 2011,2011
604,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2015,2015
398,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2015,2015
167,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
205,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
214,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
283,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
402,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
467,GI,WHITE,MEN 30+,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
1127,GI,WHITE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
2357,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
30,GI,WHITE,MEN,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2016,2016
122,GI,WHITE,MEN,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2016,2016
276,GI,WHITE,WOMEN,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2016,2016
